Time,Charleville Mall,Charleville Mall Cyclist IN,Charleville Mall Cyclist OUT,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist IN,Clontarf - James Larkin Rd Cyclist OUT,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist IN,Clontarf - Pebble Beach Carpark Cyclist OUT,Drumcondra Cyclists 1,Drumcondra Cyclists 1 Cyclist IN,Drumcondra Cyclists 1 Cyclist OUT,Drumcondra Cyclists 2,Drumcondra Cyclists 2 Cyclist IN,Drumcondra Cyclists 2 Cyclist OUT,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist IN,Griffith Avenue (Clare Rd Side) Cyclist OUT,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist IN,Griffith Avenue (Lane Side) Cyclist OUT,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B,North Strand Rd S/B,Richmond Street Cyclists 1,Richmond Street Cyclists 1 Cyclist IN,Richmond Street Cyclists 1 Cyclist OUT,Richmond Street Cyclists 2 ,Richmond Street Cyclists 2  Cyclist IN,Richmond Street Cyclists 2  Cyclist OUT
8/1/2023 13:00,11,4,7,54,26,28,87,45,42,0,0,0,4,4,0,4,4,0,0,0,0,72,34,38,0,,30,0,30,74,0,74
8/1/2023 14:00,12,9,3,66,31,35,79,30,49,0,0,0,3,3,0,11,11,0,1,1,0,93,35,58,0,,40,0,40,69,1,68
8/1/2023 15:00,6,2,4,59,29,30,86,50,36,0,0,0,2,2,0,18,18,0,2,2,0,65,36,29,0,,43,0,43,58,1,57
8/1/2023 16:00,7,5,2,52,37,15,55,36,19,0,0,0,2,2,0,7,7,0,11,11,0,61,21,40,0,,67,0,67,50,0,50
8/1/2023 17:00,15,8,7,18,7,11,35,20,15,0,0,0,0,0,0,7,7,0,6,6,0,95,38,57,0,,81,0,81,71,1,70
8/1/2023 18:00,10,7,3,5,3,2,8,4,4,0,0,0,6,6,0,4,4,0,1,1,0,88,37,51,0,,50,2,48,59,1,58
8/1/2023 19:00,7,4,3,17,6,11,20,7,13,0,0,0,5,5,0,9,9,0,0,0,0,70,36,34,0,,57,0,57,71,0,71
8/1/2023 20:00,1,0,1,8,5,3,11,7,4,0,0,0,4,4,0,3,3,0,0,0,0,54,27,27,0,,32,0,32,51,0,51
8/1/2023 21:00,9,4,5,9,5,4,9,3,6,0,0,0,0,0,0,4,4,0,0,0,0,37,17,20,0,,33,1,32,41,0,41
8/1/2023 22:00,5,3,2,1,1,0,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0,26,17,9,0,,25,1,24,17,2,15
8/1/2023 23:00,4,3,1,0,0,0,2,0,2,0,0,0,1,1,0,1,1,0,0,0,0,19,14,5,0,,14,0,14,8,0,8
9/1/2023 0:00,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,2,0,,11,0,11,5,0,5
9/1/2023 1:00,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,3,0,3,0,0,0
9/1/2023 2:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,,4,0,4,0,0,0
9/1/2023 3:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,,1,0,1,1,0,1
9/1/2023 4:00,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,2,0,,3,0,3,0,0,0
9/1/2023 5:00,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,39,6,33,0,,3,0,3,5,0,5
9/1/2023 6:00,10,10,0,9,6,3,12,8,4,0,0,0,15,15,0,5,5,0,0,0,0,99,23,76,0,,4,0,4,21,0,21
9/1/2023 7:00,35,30,5,45,38,7,51,44,7,0,0,0,34,34,0,9,9,0,10,10,0,262,60,202,0,,33,1,32,51,0,51
9/1/2023 8:00,86,73,13,66,51,15,87,70,17,0,0,0,57,57,0,47,47,0,47,47,0,510,90,420,0,,51,0,51,165,2,163
9/1/2023 9:00,42,37,5,26,17,9,27,18,9,0,0,0,29,29,0,11,11,0,2,2,0,193,32,161,0,,29,0,29,108,0,108
9/1/2023 10:00,10,10,0,27,13,14,22,8,14,0,0,0,8,8,0,5,5,0,2,2,0,71,25,46,0,,21,0,21,39,1,38
9/1/2023 11:00,5,3,2,30,14,16,28,7,21,0,0,0,1,1,0,5,5,0,0,0,0,53,18,35,0,,29,0,29,45,0,45
9/1/2023 12:00,7,5,2,24,10,14,27,10,17,0,0,0,0,0,0,6,6,0,2,2,0,80,18,62,0,,41,1,40,64,0,64
9/1/2023 13:00,14,11,3,32,12,20,38,13,25,0,0,0,0,0,0,10,10,0,2,2,0,98,39,59,0,,52,0,52,76,1,75
9/1/2023 14:00,14,9,5,17,5,12,33,11,22,0,0,0,4,4,0,13,13,0,9,9,0,85,42,43,0,,43,0,43,63,0,63
9/1/2023 15:00,20,7,13,17,6,11,31,10,21,0,0,0,0,0,0,47,47,0,2,2,0,118,71,47,0,,66,0,66,59,0,59
9/1/2023 16:00,32,10,22,43,15,28,56,12,44,0,0,0,0,0,0,33,33,0,0,0,0,196,117,79,0,,107,1,106,46,0,46
9/1/2023 17:00,45,10,35,58,11,47,94,15,79,0,0,0,0,0,0,47,47,0,0,0,0,361,252,109,0,,208,1,207,101,0,101
9/1/2023 18:00,29,10,19,62,11,51,80,14,66,0,0,0,4,4,0,21,21,0,0,0,0,277,189,88,0,,169,0,169,95,0,95
9/1/2023 19:00,13,6,7,25,5,20,29,9,20,0,0,0,3,3,0,15,15,0,0,0,0,133,101,32,0,,124,0,124,65,1,64
9/1/2023 20:00,10,2,8,24,11,13,20,6,14,0,0,0,1,1,0,7,7,0,0,0,0,89,58,31,0,,65,0,65,57,0,57
9/1/2023 21:00,2,1,1,14,7,7,19,6,13,0,0,0,1,1,0,9,9,0,0,0,0,55,30,25,0,,42,0,42,26,0,26
9/1/2023 22:00,6,4,2,6,1,5,7,2,5,0,0,0,2,2,0,8,8,0,4,4,0,40,28,12,0,,26,0,26,16,0,16
9/1/2023 23:00,0,0,0,2,1,1,3,1,2,0,0,0,0,0,0,1,1,0,1,1,0,19,14,5,0,,17,0,17,7,0,7
10/1/2023 0:00,1,1,0,2,2,0,5,3,2,0,0,0,0,0,0,2,2,0,0,0,0,12,10,2,0,,8,0,8,3,0,3
10/1/2023 1:00,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,1,0,1,0,0,0
10/1/2023 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,1,0,1,1,0,1
10/1/2023 3:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,1,0,1
10/1/2023 4:00,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,0,,2,0,2,0,0,0
10/1/2023 5:00,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,26,4,22,0,,1,0,1,7,0,7
10/1/2023 6:00,16,14,2,7,7,0,6,6,0,0,0,0,9,9,0,6,6,0,0,0,0,88,18,70,0,,7,0,7,10,0,10
10/1/2023 7:00,29,27,2,38,32,6,46,39,7,0,0,0,21,21,0,13,13,0,1,1,0,239,50,189,0,,25,0,25,53,0,53
10/1/2023 8:00,98,89,9,64,54,10,87,75,12,0,0,0,57,57,0,36,36,0,28,28,0,547,86,461,0,,42,2,40,172,1,171
10/1/2023 9:00,43,36,7,19,15,4,34,27,7,0,0,0,29,29,0,16,16,0,6,6,0,195,30,165,0,,26,1,25,107,1,106
10/1/2023 10:00,13,10,3,17,8,9,24,10,14,0,0,0,12,12,0,5,5,0,3,3,0,64,17,47,0,,27,0,27,42,0,42
10/1/2023 11:00,2,2,0,21,7,14,23,10,13,0,0,0,5,5,0,9,9,0,5,5,0,53,22,31,0,,22,0,22,41,0,41
10/1/2023 12:00,10,8,2,11,6,5,24,12,12,0,0,0,6,6,0,7,7,0,1,1,0,69,26,43,0,,51,1,50,74,0,74
10/1/2023 13:00,10,5,5,24,10,14,30,13,17,0,0,0,4,4,0,9,9,0,2,2,0,72,28,44,0,,51,0,51,58,0,58
10/1/2023 14:00,10,3,7,13,4,9,13,4,9,0,0,0,3,3,0,11,11,0,8,8,0,76,38,38,0,,58,1,57,45,0,45
10/1/2023 15:00,13,5,8,17,7,10,17,7,10,0,0,0,4,4,0,35,35,0,5,5,0,110,50,60,0,,40,0,40,29,0,29
10/1/2023 16:00,29,10,19,23,4,19,34,4,30,0,0,0,2,2,0,23,23,0,2,2,0,154,87,67,0,,70,0,70,49,0,49
10/1/2023 17:00,57,13,44,60,9,51,80,11,69,0,0,0,1,1,0,31,31,0,2,2,0,330,220,110,0,,202,1,201,94,0,94
10/1/2023 18:00,32,12,20,54,9,45,82,10,72,0,0,0,2,2,0,28,28,0,1,1,0,286,200,86,0,,158,1,157,84,0,84
10/1/2023 19:00,10,6,4,26,8,18,29,5,24,0,0,0,2,2,0,12,12,0,9,9,0,166,101,65,0,,98,0,98,60,0,60
10/1/2023 20:00,6,1,5,11,5,6,21,8,13,0,0,0,0,0,0,6,6,0,0,0,0,105,71,34,0,,82,0,82,60,1,59
10/1/2023 21:00,6,3,3,6,3,3,8,1,7,0,0,0,1,1,0,7,7,0,0,0,0,47,35,12,0,,35,0,35,43,0,43
10/1/2023 22:00,4,2,2,4,2,2,8,3,5,0,0,0,0,0,0,2,2,0,0,0,0,32,19,13,0,,34,0,34,23,0,23
10/1/2023 23:00,1,1,0,2,1,1,2,0,2,0,0,0,1,1,0,1,1,0,2,2,0,20,12,8,0,,20,1,19,12,0,12
11/1/2023 0:00,1,1,0,3,3,0,5,4,1,0,0,0,0,0,0,1,1,0,0,0,0,11,10,1,0,,7,0,7,4,0,4
11/1/2023 1:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,1,0,1,3,0,3
11/1/2023 2:00,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,,2,0,2,1,0,1
11/1/2023 3:00,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,,1,0,1,1,0,1
11/1/2023 4:00,2,1,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,5,2,3,0,,2,0,2,0,0,0
11/1/2023 5:00,2,1,1,4,3,1,5,3,2,0,0,0,1,1,0,1,1,0,0,0,0,22,1,21,0,,2,0,2,7,0,7
11/1/2023 6:00,12,11,1,9,6,3,10,7,3,0,0,0,12,12,0,6,6,0,5,5,0,106,20,86,0,,9,0,9,21,0,21
11/1/2023 7:00,29,27,2,23,21,2,33,27,6,0,0,0,26,26,0,11,11,0,10,10,0,274,65,209,0,,34,0,34,47,0,47
11/1/2023 8:00,108,92,16,57,50,7,87,75,12,0,0,0,57,57,0,50,50,0,116,116,0,583,85,498,0,,51,1,50,122,1,121
11/1/2023 9:00,50,42,8,28,19,9,43,31,12,0,0,0,43,42,1,20,20,0,5,5,0,197,37,160,0,,15,1,14,69,0,69
11/1/2023 10:00,9,7,2,11,7,4,16,10,6,0,0,0,10,10,0,4,4,0,5,5,0,62,18,44,0,,20,0,20,38,0,38
11/1/2023 11:00,5,3,2,11,6,5,11,7,4,0,0,0,3,3,0,5,5,0,1,1,0,65,19,46,0,,19,0,19,40,0,40
11/1/2023 12:00,12,7,5,22,6,16,20,5,15,0,0,0,7,7,0,6,6,0,3,3,0,59,21,38,0,,53,0,53,60,0,60
11/1/2023 13:00,20,6,14,23,9,14,24,5,19,0,0,0,3,3,0,14,14,0,9,9,0,101,49,52,0,,56,1,55,62,0,62
11/1/2023 14:00,14,10,4,29,13,16,29,9,20,0,0,0,1,1,0,20,20,0,11,11,0,82,32,50,0,,53,1,52,43,0,43
11/1/2023 15:00,14,6,8,15,5,10,24,7,17,0,0,0,7,7,0,28,28,0,13,13,0,107,64,43,0,,65,0,65,50,0,50
11/1/2023 16:00,30,9,21,38,13,25,41,7,34,0,0,0,2,2,0,27,27,0,8,8,0,231,155,76,0,,95,0,95,48,0,48
11/1/2023 17:00,55,12,43,58,7,51,75,11,64,0,0,0,2,1,1,25,25,0,19,19,0,373,262,111,0,,209,1,208,97,0,97
11/1/2023 18:00,29,7,22,51,5,46,77,6,71,0,0,0,2,2,0,27,27,0,6,6,0,291,214,77,0,,173,0,173,69,0,69
11/1/2023 19:00,16,4,12,17,4,13,34,9,25,0,0,0,1,1,0,15,15,0,2,2,0,173,108,65,0,,112,0,112,76,0,76
11/1/2023 20:00,7,6,1,10,1,9,14,3,11,0,0,0,0,0,0,8,8,0,0,0,0,100,63,37,0,,61,0,61,49,0,49
11/1/2023 21:00,2,2,0,6,3,3,11,3,8,0,0,0,0,0,0,9,9,0,1,1,0,52,34,18,0,,43,0,43,31,0,31
11/1/2023 22:00,11,4,7,1,1,0,2,0,2,0,0,0,0,0,0,1,1,0,2,2,0,35,20,15,0,,36,0,36,15,2,13
11/1/2023 23:00,3,2,1,1,0,1,3,0,3,0,0,0,0,0,0,4,4,0,1,1,0,17,12,5,0,,25,0,25,10,0,10
12/1/2023 0:00,0,0,0,3,1,2,4,0,4,0,0,0,1,1,0,2,2,0,0,0,0,9,7,2,0,,9,0,9,10,0,10
12/1/2023 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,3,0,3,0,0,0
12/1/2023 2:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,3,0,3
12/1/2023 3:00,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,3,0,3,1,0,1
12/1/2023 4:00,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,3,0,3,0,,3,0,3,2,1,1
12/1/2023 5:00,2,2,0,2,1,1,2,1,1,0,0,0,1,1,0,2,2,0,2,2,0,20,1,19,0,,4,0,4,2,0,2
12/1/2023 6:00,9,8,1,9,5,4,14,9,5,0,0,0,7,7,0,6,6,0,2,2,0,90,21,69,0,,10,0,10,21,0,21
12/1/2023 7:00,31,30,1,38,31,7,46,40,6,0,0,0,23,23,0,11,11,0,16,16,0,251,57,194,0,,21,0,21,47,0,47
12/1/2023 8:00,104,92,12,47,38,9,68,56,12,0,0,0,60,60,0,39,39,0,119,119,0,557,90,467,0,,64,0,64,185,0,185
12/1/2023 9:00,41,32,9,23,19,4,29,24,5,0,0,0,27,27,0,12,12,0,10,10,0,216,39,177,0,,21,0,21,110,1,109
12/1/2023 10:00,16,16,0,5,2,3,6,0,6,0,0,0,4,4,0,3,3,0,3,3,0,61,23,38,0,,16,0,16,38,0,38
12/1/2023 11:00,3,3,0,7,1,6,14,5,9,0,0,0,2,2,0,6,6,0,3,3,0,65,16,49,0,,15,0,15,43,0,43
12/1/2023 12:00,17,10,7,7,1,6,14,4,10,0,0,0,0,0,0,3,3,0,4,4,0,89,35,54,0,,49,0,49,66,1,65
12/1/2023 13:00,14,6,8,11,6,5,24,6,18,0,0,0,6,6,0,11,11,0,13,13,0,98,43,55,0,,62,0,62,58,0,58
12/1/2023 14:00,10,5,5,15,5,10,19,7,12,0,0,0,0,0,0,10,10,0,15,15,0,88,37,51,0,,43,0,43,55,0,55
12/1/2023 15:00,21,10,11,9,2,7,17,5,12,0,0,0,0,0,0,41,41,0,5,5,0,115,67,48,0,,45,0,45,39,0,39
12/1/2023 16:00,33,9,24,23,5,18,34,3,31,0,0,0,0,0,0,15,15,0,8,8,0,202,121,81,0,,86,0,86,59,0,59
12/1/2023 17:00,52,15,37,32,4,28,62,7,55,0,0,0,1,1,0,28,28,0,6,6,0,314,211,103,0,,200,1,199,72,0,72
12/1/2023 18:00,28,8,20,46,8,38,69,10,59,0,0,0,0,0,0,22,22,0,6,6,0,251,155,96,0,,172,1,171,79,1,78
12/1/2023 19:00,11,4,7,12,2,10,28,7,21,0,0,0,1,1,0,13,13,0,8,8,0,134,86,48,0,,88,0,88,66,0,66
12/1/2023 20:00,10,5,5,10,5,5,8,3,5,0,0,0,0,0,0,9,9,0,7,7,0,98,62,36,0,,68,0,68,69,2,67
12/1/2023 21:00,7,3,4,3,1,2,10,1,9,0,0,0,0,0,0,9,9,0,5,5,0,42,29,13,0,,41,0,41,42,1,41
12/1/2023 22:00,5,5,0,3,1,2,6,0,6,0,0,0,2,2,0,6,6,0,0,0,0,33,17,16,0,,38,0,38,15,0,15
12/1/2023 23:00,4,2,2,4,2,2,4,1,3,0,0,0,0,0,0,1,1,0,0,0,0,25,15,10,0,,25,1,24,18,0,18
13/01/2023 00:00,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,0,,13,0,13,8,0,8
13/01/2023 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,,1,0,1,0,0,0
13/01/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,1
13/01/2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,,8,0,8,1,0,1
13/01/2023 04:00,2,2,0,0,0,0,2,0,2,0,0,0,2,2,0,0,0,0,1,1,0,5,2,3,0,,0,0,0,0,0,0
13/01/2023 05:00,0,0,0,2,2,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,18,0,18,0,,1,0,1,8,0,8
13/01/2023 06:00,13,12,1,1,1,0,7,7,0,0,0,0,7,7,0,7,7,0,1,1,0,80,14,66,0,,6,0,6,20,0,20
13/01/2023 07:00,18,17,1,12,10,2,19,14,5,0,0,0,16,16,0,11,11,0,11,11,0,171,39,132,0,,23,0,23,42,0,42
13/01/2023 08:00,58,48,10,32,25,7,33,25,8,0,0,0,43,43,0,28,28,0,75,75,0,327,57,270,0,,34,1,33,109,0,109
13/01/2023 09:00,22,17,5,18,13,5,20,15,5,0,0,0,24,24,0,11,11,0,0,0,0,153,23,130,0,,36,0,36,83,0,83
13/01/2023 10:00,6,6,0,21,11,10,27,9,18,0,0,0,1,1,0,15,15,0,0,0,0,28,14,14,0,,20,1,19,47,0,47
13/01/2023 11:00,14,10,4,19,8,11,24,7,17,0,0,0,3,3,0,13,13,0,0,0,0,27,18,9,0,,22,0,22,45,0,45
13/01/2023 12:00,10,5,5,23,10,13,27,8,19,0,0,0,7,7,0,12,12,0,2,2,0,90,33,57,0,,56,1,55,57,1,56
13/01/2023 13:00,11,5,6,29,11,18,26,12,14,0,0,0,4,4,0,28,28,0,0,0,0,123,59,64,0,,72,1,71,57,0,57
13/01/2023 14:00,16,8,8,35,14,21,29,7,22,0,0,0,3,3,0,21,21,0,0,0,0,92,45,47,0,,64,0,64,61,0,61
13/01/2023 15:00,16,6,10,25,10,15,43,19,24,0,0,0,6,6,0,24,24,0,0,0,0,120,65,55,0,,73,0,73,62,0,62
13/01/2023 16:00,21,9,12,35,12,23,51,18,33,0,0,0,0,0,0,23,23,0,2,2,0,177,96,81,0,,73,0,73,55,0,55
13/01/2023 17:00,36,15,21,37,8,29,53,9,44,0,0,0,2,2,0,34,34,0,8,8,0,256,162,94,0,,133,1,132,83,1,82
13/01/2023 18:00,17,6,11,39,10,29,45,11,34,0,0,0,4,4,0,14,14,0,1,1,0,210,125,85,0,,134,1,133,68,0,68
13/01/2023 19:00,13,8,5,12,3,9,14,4,10,0,0,0,3,3,0,12,12,0,0,0,0,125,70,55,0,,90,0,90,74,2,72
13/01/2023 20:00,11,4,7,6,1,5,13,5,8,0,0,0,4,4,0,8,8,0,1,1,0,126,76,50,0,,73,2,71,62,1,61
13/01/2023 21:00,9,4,5,7,2,5,13,5,8,0,0,0,5,5,0,3,3,0,0,0,0,65,44,21,0,,54,0,54,49,1,48
13/01/2023 22:00,4,4,0,2,1,1,4,1,3,0,0,0,5,4,1,5,5,0,0,0,0,41,25,16,0,,40,0,40,45,0,45
13/01/2023 23:00,3,3,0,1,0,1,3,0,3,0,0,0,0,0,0,5,5,0,0,0,0,32,25,7,0,,35,0,35,25,0,25
14/01/2023 00:00,4,1,3,3,1,2,2,1,1,0,0,0,0,0,0,3,3,0,0,0,0,21,13,8,0,,16,0,16,9,0,9
14/01/2023 01:00,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,,5,0,5,0,0,0
14/01/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,,15,0,15,7,0,7
14/01/2023 03:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,10,2,0,,9,0,9,3,0,3
14/01/2023 04:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,,3,0,3,0,0,0
14/01/2023 05:00,2,0,2,1,1,0,1,1,0,0,0,0,2,2,0,1,1,0,0,0,0,6,3,3,0,,1,0,1,4,0,4
14/01/2023 06:00,0,0,0,4,2,2,4,3,1,0,0,0,2,2,0,1,1,0,0,0,0,23,3,20,0,,4,0,4,5,0,5
14/01/2023 07:00,6,6,0,10,2,8,10,1,9,0,0,0,4,4,0,1,1,0,0,0,0,30,9,21,0,,11,0,11,10,0,10
14/01/2023 08:00,3,1,2,35,15,20,34,12,22,0,0,0,12,12,0,3,3,0,5,5,0,50,20,30,0,,9,0,9,19,0,19
14/01/2023 09:00,8,6,2,66,29,37,50,20,30,0,0,0,10,10,0,11,11,0,13,13,0,64,15,49,0,,12,0,12,54,0,54
14/01/2023 10:00,5,4,1,63,28,35,63,23,40,0,0,0,3,3,0,15,15,0,10,10,0,82,26,56,0,,34,0,34,62,1,61
14/01/2023 11:00,9,4,5,83,36,47,109,43,66,0,0,0,2,2,0,9,9,0,11,11,0,95,35,60,0,,48,0,48,49,0,49
14/01/2023 12:00,13,8,5,57,26,31,70,29,41,0,0,0,2,2,0,16,16,0,8,8,0,111,40,71,0,,51,0,51,68,0,68
14/01/2023 13:00,8,4,4,43,18,25,62,25,37,0,0,0,1,1,0,8,8,0,6,6,0,98,45,53,0,,63,0,63,67,0,67
14/01/2023 14:00,8,5,3,37,18,19,48,22,26,0,0,0,1,1,0,11,11,0,6,6,0,99,40,59,0,,73,2,71,64,0,64
14/01/2023 15:00,10,5,5,37,12,25,50,24,26,0,0,0,1,1,0,5,5,0,10,10,0,92,38,54,0,,62,0,62,47,0,47
14/01/2023 16:00,13,5,8,24,14,10,29,19,10,0,0,0,5,5,0,10,10,0,10,10,0,82,40,42,0,,61,0,61,53,0,53
14/01/2023 17:00,5,5,0,14,7,7,22,11,11,0,0,0,3,3,0,6,6,0,4,4,0,116,45,71,0,,67,0,67,66,1,65
14/01/2023 18:00,9,6,3,5,2,3,10,7,3,0,0,0,1,1,0,9,9,0,1,1,0,94,42,52,0,,81,0,81,57,0,57
14/01/2023 19:00,7,1,6,7,3,4,12,5,7,0,0,0,1,1,0,9,9,0,2,2,0,73,32,41,0,,67,0,67,71,0,71
14/01/2023 20:00,4,2,2,3,2,1,8,4,4,0,0,0,4,4,0,4,4,0,2,2,0,84,41,43,0,,45,0,45,40,1,39
14/01/2023 21:00,2,1,1,6,4,2,6,3,3,0,0,0,1,1,0,6,6,0,1,1,0,45,21,24,0,,32,0,32,35,0,35
14/01/2023 22:00,5,4,1,2,2,0,2,0,2,0,0,0,1,1,0,3,3,0,4,4,0,35,22,13,0,,27,2,25,16,0,16
14/01/2023 23:00,6,2,4,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,37,24,13,0,,23,1,22,11,0,11
15/01/2023 00:00,3,3,0,0,0,0,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,29,21,8,0,,27,0,27,11,0,11
15/01/2023 01:00,1,0,1,3,2,1,3,2,1,0,0,0,1,1,0,1,1,0,0,0,0,10,7,3,0,,5,0,5,1,0,1
15/01/2023 02:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,10,4,0,,8,0,8,2,0,2
15/01/2023 03:00,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,0,,2,0,2,1,0,1
15/01/2023 04:00,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,,3,0,3,0,0,0
15/01/2023 05:00,0,0,0,3,1,2,2,1,1,0,0,0,1,1,0,1,1,0,0,0,0,6,3,3,0,,3,0,3,2,0,2
15/01/2023 06:00,1,1,0,2,1,1,3,0,3,0,0,0,1,1,0,0,0,0,0,0,0,21,2,19,0,,3,0,3,3,0,3
15/01/2023 07:00,2,0,2,9,3,6,9,3,6,0,0,0,2,2,0,1,1,0,1,1,0,9,3,6,0,,3,0,3,2,0,2
15/01/2023 08:00,1,1,0,42,19,23,39,19,20,0,0,0,2,2,0,2,2,0,4,4,0,26,10,16,0,,3,0,3,10,0,10
15/01/2023 09:00,8,7,1,75,28,47,81,34,47,0,0,0,2,2,0,9,9,0,2,2,0,44,9,35,0,,6,0,6,31,0,31
15/01/2023 10:00,4,3,1,103,39,64,114,41,73,0,0,0,4,4,0,12,12,0,0,0,0,69,25,44,0,,24,0,24,38,0,38
15/01/2023 11:00,6,4,2,107,51,56,105,49,56,0,0,0,3,3,0,10,10,0,1,1,0,71,20,51,0,,24,0,24,44,0,44
15/01/2023 12:00,10,5,5,109,59,50,140,70,70,0,0,0,0,0,0,9,9,0,0,0,0,89,26,63,0,,51,0,51,63,0,63
15/01/2023 13:00,5,3,2,71,41,30,90,47,43,0,0,0,2,2,0,10,10,0,9,9,0,85,30,55,0,,36,0,36,50,0,50
15/01/2023 14:00,5,3,2,77,42,35,72,39,33,0,0,0,4,4,0,12,12,0,8,8,0,85,31,54,0,,45,0,45,68,1,67
15/01/2023 15:00,12,6,6,55,32,23,70,37,33,0,0,0,0,0,0,5,5,0,0,0,0,74,36,38,0,,56,0,56,57,0,57
15/01/2023 16:00,11,5,6,25,18,7,43,25,18,0,0,0,0,0,0,3,3,0,0,0,0,67,24,43,0,,61,0,61,46,0,46
15/01/2023 17:00,8,5,3,24,10,14,25,12,13,0,0,0,1,1,0,4,4,0,0,0,0,84,42,42,0,,50,0,50,37,0,37
15/01/2023 18:00,5,2,3,14,6,8,20,10,10,0,0,0,2,2,0,4,4,0,1,1,0,116,55,61,0,,56,0,56,51,0,51
15/01/2023 19:00,5,2,3,4,2,2,9,4,5,0,0,0,1,1,0,3,3,0,0,0,0,75,35,40,0,,70,0,70,77,0,77
15/01/2023 20:00,2,0,2,14,6,8,12,5,7,0,0,0,2,2,0,8,8,0,0,0,0,63,29,34,0,,41,1,40,42,0,42
15/01/2023 21:00,4,2,2,6,5,1,11,7,4,0,0,0,1,1,0,4,4,0,0,0,0,38,19,19,0,,34,0,34,40,0,40
15/01/2023 22:00,1,1,0,4,2,2,1,1,0,0,0,0,1,1,0,3,3,0,2,2,0,25,14,11,0,,23,2,21,25,0,25
15/01/2023 23:00,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,1,1,0,1,1,0,12,7,5,0,,19,0,19,18,0,18
16/01/2023 00:00,2,0,2,2,2,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,11,8,3,0,,8,0,8,3,0,3
16/01/2023 01:00,2,0,2,3,1,2,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,4,3,1,0,,0,0,0,0,0,0
